,img_pos,texts
126,631,"['A concrete building with towers, a steep in the middle and a clock underneath.', 'A large gray building with a clock tower surrounded by some trees.', 'a big tower that is surrounded by trees', 'A large gray building with a clock tower.', 'A stone building that has a clock on the top.']"
127,636,"['A pile of teddy bears and dolls in a toy box.', 'Three teddy bears and a doll like next to each other in a box.', 'A group of stuffed toys are placed together.', 'Teddy bears and dolls laying down on a bench.', 'A group of cute stuffed animals in a bed.']"
128,641,"['A street with various buildings on each side and a clock tower.', 'A narrow lane has buildings on either side and one of the buildings is yellow and another is yellow and white.', 'There is a church at the end of the street.', 'An alley way of a church and buildings with balconies', 'A city street surrounded by tall colorful buildings.']"
129,646,"['A doll standing next to a vase filled with flowers and plants.', 'Flowers are placed in a vase with large leaves.', 'A flower arrangement in a clear glass vase next to a doll.', 'white flowers in a vase with arranged leaves', 'A clear vase contains some white pretty flowers.']"
130,651,"['A vase of light and dark purple flowers in a white vase.', 'a close up of a vase with many flowers', 'A bouquet of fresh flowers in a cream colored vase', 'A small white vase of purple flowers on a table.', 'A white vase filled with purple flowers on top of a table.']"
131,656,"['A man holding a giant pair of black scissors.', 'A man holding a giant scissors about three feet tall.', 'A man holding a large pair of scissors ', 'A smiling guy holding up a huge pair of scissors.', 'A smiling man is holding a pair of gigantic scissors.']"
132,661,"['A pencil is sitting on a ruler with a pair of scissors.', 'Scissors and string next to a pencil and other tools.', 'Knitting tools sit together including a pencil, scissors, and a spool of thread.', 'A ruler board with supplies sitting on it', 'A pair of scissors and a pencil on a table.']"
133,666,"['a bunch of people are sitting around a table', 'A group of people posing for a picture around a dinner table.', 'A group of young men and women sitting at a table.', 'The group of people are smiling around a restaurant table. ', 'a group of people sitting around a dinner table who just finished eating']"
134,671,"['People and their children are gathered outside meeting together.', 'A group of well dressed adults sitting outside with some children.', 'The group of people are gathering together in the yard. ', 'A group of people and babies next to a rock.', 'A group of people, some seated,others standing and a wine glass on top of a table']"
135,676,"['a large group of people are gathered around the table', 'a party that is full of wine tasters seems pumping.', 'A lot of people having some wine and talking.', 'People sit around a table that is covered in liquor bottles.', 'A ground of people sitting around a table holding wine glasses in their hands.']"
136,681,"['A man standing with a glass in his hand.', 'A man that is holding a wine glass in one hand. ', 'a man is holding something in his hand', 'An older man stands in front of store shelves while looking off in the distance and holding a small glass with a stem.', 'a man holding a fragile peice of glass']"
137,686,"['A woman holding onto a pink bag of luggage.', 'a bunch of people in a busy area', 'A woman holding a travel bag in a crowd of people passing by her.', 'A large crowd of travelers at a train platform.', 'A crowd of people are standing in line.']"
138,691,"['A bunch of groceries are piled onto a table. ', 'Table filled with a bunch of different types of food.', 'Assortment of packaged vegetable on display on counter.', 'a counter fiiled with assorted items for a salad', 'A lot of vegetable are on the kitchen counter.']"
139,696,"['A woman standing in a kitchen with hard wood floors.', 'A woman fixes food in the kitchen while a cat sits behind her.', 'A woman and a little dog in a very large kitchen.', 'a person in a kitchen with a stove and cupboards', 'a woman and a dog in her kitchen waiting as she prepares a meal']"
140,701,"['A woman observing something on a kitchen stove.', 'A woman is cooking on a large black stove', 'A woman cooking on an old fashioned stove.', 'A man preparing food on a large old oven.', 'A woman wearing shorts bends over a frying pan on a stove.']"
141,706,"['The man is sitting in the small kitchen on a stool. ', 'A man sits in a wooden kitchen at a table.', 'The man is sitting on a bench in his kitchen.', 'a man is sitting on a wood stool in a home', 'A man sits on a stool in a kitchen.']"
142,711,"['A man standing next to a dog on the ground.', 'A man is at a kitchen counter by a dog.', 'An man standing in a kitchen with a small puppy.', 'there is a small puppy on the kitchen floor', 'A man in the kitchen standing with his dog.']"
143,716,"['A kitchen shelf holds an assortment of pots, pans, and utensils.', 'A wooden table in a kitchen with pots and pans.', 'A cutting board , pot rack and dish shelf.', 'A utility table in a kitchen, with pots, pans and utensils hanging nearby.', 'a table in a kitchen some pots and pans and hanging utensils']"
144,721,"['A young girl riding a skateboard next to two guys.', 'two young men standing in front of her while she has her foot on a skateboard.', 'The teenagers are standing together on the sidewalk. ', 'Three young people standing and talking on a sidewalk.', 'a group of three people talking to each other on the sidewalk with a skateboard']"
145,726,"['A man is posing for a great photo shop. ', 'A guy on a bike looking out from behind a wall.', 'A black and white image of a bicyclist behind a wall. ', 'A guy on a bike is looking out from behind a wall.', 'A man riding on a bicycle on a sidewalk']"
146,731,"['The small bathroom has wooden cabinets around the sink.', 'A toilet and sink in a small room.', 'A bathroom with a toilet and sink and bathroom accessories. ', 'A bathroom with a white toilet sitting under a bright white light.', 'A bathroom with a toilet and sink and some wood cabinets.']"
147,736,"['A bathroom with a sink, paper roll, toilet, towel rack and mirror.', 'This corner of the bathroom uses space very efficiently, with lighting, vanity, towel hanger, and toilet tissue holder. ', 'Sink, mirror, and toilet in compact bathroom in a hotel.', 'A bathroom with a toilet, sink and mirror.', 'A bathroom with brown cabinets and a mirror.']"
148,741,"['A white toilet sitting next to a shower in a bathroom.', 'A bathroom, showing the shower, toilet and sink.', 'A bathroom with a toilet, sink and shower stall.', 'a bathroom view of a stand up shower and toilet with a sink near by', 'A PICTURE OF A BATHROOM WITH SLIDING SHOWER ']"
149,746,"['A couple riding a motorcycle down a street.', 'A couple is riding a motorcycle that is pulling a cart behind it.', 'two people riding a motorcycle with a car on the back of it', 'A couple riding a motorcycle over a bridge at a freeway entrance ramp.', ""Two people on a motorcycle that's got a cooler attached to it.""]"
150,751,"['A white toilet on the ground by some junk.', 'A white toilet sitting next to trunks of stuff.', 'An old toilet sitting next to other debris. ', 'a close up of a toilet outdoors on concrete', 'This is an out of order toilet among a pile of junk.']"
151,756,"['people standing outside a building with clocks built into the side of it', 'a group of people underneath a large clock', 'Many people gather around a building with clocks', 'A building with a bunch of people standing around it', 'An odd looking clock on the side of a building above a large group of people.']"
152,761,"['two people on motorcycles car and trees and water', 'MOTORCYCLISTS WAITING IN TRAFFIC ON A RAINY DAY', 'Two individuals sit on motorcycles on a busy street in the rain.', 'Two motorcyclists next to one another on damp street ', 'Two people in helmets sitting on a motorcycle behind a car.']"
153,766,"['A group of people observing two planes at an air show. ', 'A family walks on a runway near huge planes.', 'People walking towards aircrafts on display outside during the day.', 'People walking around two different Air Force airplanes.', 'Large, air force airplanes sit on a runway while tourists look at them.']"
